month,day,hour,ghi_wm2,wind_speed_ms,temperature_c
4,3,14,293.7,3.3,16.0
4,3,15,266.3,3.3,15.4
4,3,16,173.7,3.1,11.7
4,3,17,110.0,3.0,12.5
4,3,18,35.9,2.8,10.7
4,3,19,0.0,4.2,5.7
4,3,20,0.0,3.6,7.0
4,3,21,0.0,3.5,8.4
4,3,22,0.0,4.9,7.7
4,3,23,0.0,3.7,7.5
4,4,0,0.0,3.8,7.0
4,4,1,0.0,5.2,6.8
4,4,2,0.0,4.1,4.8
4,4,3,0.0,4.5,9.4
4,4,4,0.0,4.3,6.0
4,4,5,0.0,5.9,4.8
4,4,6,50.8,4.4,9.8
4,4,7,158.5,4.3,13.1
4,4,8,260.2,4.4,12.5
4,4,9,340.8,5.0,15.0
4,4,10,452.4,3.9,15.8
4,4,11,504.7,4.0,16.9
4,4,12,475.7,4.4,17.2
4,4,13,500.4,4.1,15.3
4,4,14,417.1,3.2,14.7
4,4,15,400.2,3.4,16.3
4,4,16,297.4,4.2,12.9
4,4,17,158.0,3.4,11.9
4,4,18,57.5,3.1,10.2
4,4,19,0.0,3.6,5.1
4,4,20,0.0,4.6,7.5
4,4,21,0.0,3.1,6.8
4,4,22,0.0,3.6,4.3
4,4,23,0.0,3.6,5.1
4,5,0,0.0,4.2,7.9
4,5,1,0.0,3.7,5.6
4,5,2,0.0,4.6,9.0
4,5,3,0.0,4.4,5.4
4,5,4,0.0,4.2,6.1
4,5,5,0.0,4.6,9.0
4,5,6,17.8,4.5,9.0
4,5,7,55.5,4.3,12.7
4,5,8,86.8,4.5,13.8
4,5,9,124.3,4.3,15.1
4,5,10,138.0,3.9,14.8
4,5,11,144.5,3.9,16.0
4,5,12,153.8,4.5,18.7
4,5,13,158.3,3.5,15.4
4,5,14,148.1,3.6,15.2
4,5,15,117.7,3.8,12.2
4,5,16,89.0,3.0,15.3
4,5,17,51.7,3.0,13.1
4,5,18,19.2,3.5,10.6
4,5,19,0.0,2.9,7.3
4,5,20,0.0,3.1,6.1
4,5,21,0.0,3.1,9.6
4,5,22,0.0,3.4,6.9
4,5,23,0.0,4.2,11.3
4,6,0,0.0,4.1,8.3
4,6,1,0.0,4.2,5.3
4,6,2,0.0,4.2,6.5
4,6,3,0.0,5.2,4.8
4,6,4,0.0,4.5,8.7
4,6,5,0.0,4.9,6.7
4,6,6,25.6,4.5,9.2
4,6,7,75.4,5.3,11.2
4,6,8,120.5,4.7,11.2
4,6,9,157.7,4.1,13.3
4,6,10,173.9,4.0,14.9
4,6,11,187.6,4.1,15.7
4,6,12,197.1,3.7,15.4
4,6,13,200.9,3.5,16.7
4,6,14,183.2,3.2,16.3
4,6,15,140.1,3.1,16.4
4,6,16,105.2,3.0,12.7
4,6,17,75.0,3.2,10.0
4,6,18,24.5,3.3,11.6
4,6,19,0.0,3.0,7.7
4,6,20,0.0,3.5,6.3
4,6,21,0.0,3.0,7.8
4,6,22,0.0,3.9,3.8
4,6,23,0.0,4.1,7.9
4,7,0,0.0,4.3,8.7
4,7,1,0.0,4.4,7.8
4,7,2,0.0,4.1,4.3
4,7,3,0.0,4.8,6.3
4,7,4,0.0,5.4,4.1
4,7,5,0.0,5.3,9.9
4,7,6,21.8,4.3,11.3
4,7,7,67.1,4.4,12.5
4,7,8,96.0,4.4,13.9
4,7,9,129.0,4.0,16.2
4,7,10,167.6,4.1,14.6
4,7,11,177.0,3.7,15.9
4,7,12,192.9,4.3,15.5
4,7,13,173.2,3.7,14.8
4,7,14,170.6,3.2,15.0
4,7,15,129.1,4.0,15.0
4,7,16,102.5,5.5,12.1
4,7,17,66.8,3.2,9.6
4,7,18,22.5,2.8,9.5
4,7,19,0.0,6.4,7.3
4,7,20,0.0,3.1,8.7
4,7,21,0.0,3.1,5.7
4,7,22,0.0,3.3,6.2
4,7,23,0.0,3.4,6.4
4,8,0,0.0,3.7,7.5
4,8,1,0.0,5.9,6.4
4,8,2,0.0,3.9,9.4
4,8,3,0.0,4.3,6.5
4,8,4,0.0,4.3,3.6
4,8,5,0.0,5.6,7.8
4,8,6,74.6,5.2,11.1
4,8,7,192.6,4.4,11.2
4,8,8,291.3,4.4,14.8
4,8,9,378.6,4.0,14.7
4,8,10,464.0,3.9,15.9
4,8,11,473.6,4.0,16.0
4,8,12,545.6,4.2,14.3
4,8,13,499.5,4.1,14.4
4,8,14,428.5,3.2,14.0
4,8,15,411.1,3.1,13.1
4,8,16,321.2,3.9,13.4
4,8,17,197.5,4.7,15.9
4,8,18,76.4,2.9,7.1
4,8,19,0.0,2.9,6.1
4,8,20,0.0,3.5,7.7
4,8,21,0.0,3.1,7.9
4,8,22,0.0,3.5,6.7
4,8,23,0.0,3.8,6.3
4,9,0,0.0,4.0,5.0
4,9,1,0.0,3.8,8.5
4,9,2,0.0,5.1,4.7
4,9,3,0.0,5.2,6.0
4,9,4,0.0,5.7,7.2
4,9,5,0.0,4.4,7.0
4,9,6,43.4,4.3,9.3
4,9,7,116.2,4.2,12.1
4,9,8,182.4,4.3,14.4
4,9,9,246.5,4.1,12.7
4,9,10,285.9,4.0,15.3
4,9,11,312.5,4.0,15.3
4,9,12,330.3,4.8,14.9
4,9,13,285.3,3.7,14.8
4,9,14,272.2,4.3,15.1
4,9,15,249.3,4.1,14.5
4,9,16,187.8,2.9,9.9
4,9,17,111.4,2.9,9.9
4,9,18,40.8,3.3,9.9
4,9,19,0.0,3.8,7.9
4,9,20,0.0,3.2,6.0
4,9,21,0.0,3.1,7.4
4,9,22,0.0,3.3,6.8
4,9,23,0.0,3.6,5.6
4,10,0,0.0,3.5,9.6
4,10,1,0.0,4.2,7.4
4,10,2,0.0,3.9,4.8
4,10,3,0.0,4.6,9.5
4,10,4,0.0,4.6,5.2
4,10,5,0.0,4.5,6.0
4,10,6,68.0,5.7,10.1
4,10,7,181.6,4.5,13.7
4,10,8,273.3,4.9,12.4
4,10,9,387.8,4.4,14.3
4,10,10,448.0,3.9,15.9
4,10,11,448.6,4.0,16.0
4,10,12,444.1,4.4,19.0
4,10,13,458.6,3.9,19.2
4,10,14,461.4,3.5,16.4
4,10,15,360.1,3.2,14.9
4,10,16,264.9,3.8,14.1
4,10,17,178.2,2.9,11.5
4,10,18,73.6,2.8,13.6
4,10,19,0.0,3.1,8.7
4,10,20,0.0,3.6,3.5
4,10,21,0.0,3.0,7.7
4,10,22,0.0,3.3,7.8
4,10,23,0.0,4.2,8.0
4,11,0,0.0,3.6,4.3
4,11,1,0.0,3.7,5.7
4,11,2,0.0,5.2,5.7
4,11,3,0.0,5.2,9.6
4,11,4,0.0,4.3,8.2
4,11,5,0.0,4.3,6.3
4,11,6,73.3,4.9,10.7
4,11,7,165.9,4.2,13.0
4,11,8,250.2,4.2,10.1
4,11,9,324.2,4.1,13.8
4,11,10,396.1,4.9,17.0
4,11,11,413.9,4.4,16.0
4,11,12,447.9,4.3,15.5
4,11,13,464.2,3.7,17.0
4,11,14,366.3,5.2,17.6
4,11,15,331.5,3.2,15.4
4,11,16,264.8,3.3,12.1
4,11,17,168.5,3.1,11.3
4,11,18,70.0,3.3,11.6
4,11,19,0.0,3.3,6.2
4,11,20,0.0,3.0,8.9
4,11,21,0.0,3.7,6.6
4,11,22,0.0,3.2,7.9
4,11,23,0.0,4.4,6.8
4,12,0,0.0,3.6,8.1
4,12,1,0.0,4.8,6.0
4,12,2,0.0,5.1,8.0
4,12,3,0.0,4.6,6.9
4,12,4,0.0,4.9,7.9
4,12,5,0.0,4.2,7.3
4,12,6,35.6,4.3,9.0
4,12,7,80.4,4.7,10.6
4,12,8,120.3,4.5,10.6
4,12,9,158.0,4.4,17.6
4,12,10,202.4,4.1,17.2
4,12,11,221.6,4.2,15.3
4,12,12,201.4,4.0,12.4
4,12,13,216.6,3.4,15.5
4,12,14,208.2,3.7,15.3
4,12,15,156.5,3.9,16.4
4,12,16,119.6,3.0,10.9
4,12,17,90.1,3.0,12.2
4,12,18,33.1,2.8,11.2
4,12,19,0.0,3.1,7.6
4,12,20,0.0,3.5,6.4
4,12,21,0.0,3.1,6.6
4,12,22,0.0,3.5,8.1
4,12,23,0.0,3.7,7.2
4,13,0,0.0,3.8,5.3
4,13,1,0.0,3.8,5.7
4,13,2,0.0,4.0,6.9
4,13,3,0.0,4.3,6.8
4,13,4,0.0,4.7,7.2
4,13,5,0.0,4.8,6.8
4,13,6,57.5,4.7,8.6
4,13,7,129.3,4.3,12.6
4,13,8,204.1,4.7,12.8
4,13,9,255.2,4.5,14.3
4,13,10,298.7,3.9,13.5
4,13,11,335.2,4.5,15.8
4,13,12,321.5,3.8,17.3
4,13,13,302.4,3.6,18.7
4,13,14,292.2,3.8,16.5
4,13,15,253.5,3.1,12.2
4,13,16,190.1,4.0,13.1
4,13,17,123.4,3.1,11.5
4,13,18,58.6,3.5,10.9
4,13,19,0.0,3.0,6.9
4,13,20,0.0,3.2,4.7
4,13,21,0.0,3.1,7.9
4,13,22,0.0,4.4,8.0
4,13,23,0.0,3.7,4.3
4,14,0,0.0,3.6,11.1
4,14,1,0.0,3.8,7.2
4,14,2,0.0,4.6,8.9
4,14,3,0.0,4.4,5.5
4,14,4,0.0,4.2,6.4
4,14,5,0.0,4.4,6.1
4,14,6,94.1,4.5,8.3
4,14,7,192.4,4.3,12.2
4,14,8,311.3,4.5,10.9
4,14,9,405.5,5.1,14.1
4,14,10,491.9,4.8,14.6
4,14,11,465.9,3.7,16.1
4,14,12,506.3,3.5,17.4
4,14,13,500.9,3.8,15.8
4,14,14,484.2,3.7,12.6
4,14,15,387.7,3.2,14.9
4,14,16,283.3,3.4,11.9
4,14,17,215.2,3.8,12.6
4,14,18,95.8,3.0,9.9
4,14,19,0.0,3.2,6.5
4,14,20,0.0,2.9,7.9
4,14,21,0.0,3.1,4.5
4,14,22,0.0,3.7,6.3
4,14,23,0.0,3.5,6.4
4,15,0,0.0,3.8,7.4
4,15,1,0.0,3.7,6.3
4,15,2,0.0,4.6,8.0
4,15,3,0.0,4.0,8.8
4,15,4,0.0,4.2,9.8
4,15,5,0.0,4.5,5.0
4,15,6,18.0,4.4,11.3
4,15,7,42.4,4.2,12.8
4,15,8,55.3,4.4,14.6
4,15,9,71.4,4.5,11.3
4,15,10,82.6,4.1,15.4
4,15,11,92.1,3.7,17.7
4,15,12,105.7,3.9,15.5
4,15,13,92.6,5.6,15.4
4,15,14,81.3,3.7,15.4
4,15,15,74.8,3.6,12.4
4,15,16,55.0,3.0,17.8
4,15,17,37.7,3.2,10.9
4,15,18,17.0,3.8,11.4
4,15,19,0.0,3.0,6.9
4,15,20,0.0,3.0,7.9
4,15,21,0.0,4.4,7.6
4,15,22,0.0,3.4,10.0
4,15,23,0.0,3.7,6.7
4,16,0,0.0,4.9,3.1
4,16,1,0.0,4.0,6.5
4,16,2,0.0,4.2,6.7
4,16,3,0.0,6.1,7.7
4,16,4,0.0,5.6,5.9
4,16,5,0.0,4.8,7.3
4,16,6,107.4,4.6,10.1
4,16,7,247.6,4.5,8.6
4,16,8,352.6,4.2,13.0
4,16,9,472.3,4.0,16.4
4,16,10,524.2,3.9,17.9
4,16,11,522.0,4.1,12.6
4,16,12,537.1,3.8,17.5
4,16,13,530.7,3.9,16.3
4,16,14,500.9,3.2,16.1
4,16,15,477.7,3.5,13.8
4,16,16,321.3,3.7,11.0
4,16,17,235.7,2.9,11.7
4,16,18,115.1,3.4,10.3
4,16,19,0.0,3.1,7.9
4,16,20,0.0,3.1,9.6
4,16,21,0.0,4.8,7.9
4,16,22,0.0,3.2,5.2
4,16,23,0.0,3.6,4.7
4,17,0,0.0,3.7,8.9
4,17,1,0.0,4.3,5.6
4,17,2,0.0,4.1,7.8
4,17,3,0.0,4.2,5.5
4,17,4,0.0,4.2,3.2
4,17,5,0.0,4.7,8.5
4,17,6,91.8,4.5,8.6
4,17,7,191.8,4.3,11.8
4,17,8,287.5,4.2,13.8
4,17,9,387.3,4.6,12.7
4,17,10,443.6,4.0,17.5
4,17,11,489.0,4.0,16.4
4,17,12,471.7,4.0,15.0
4,17,13,506.1,3.5,14.2
4,17,14,438.1,3.4,15.0
4,17,15,404.1,3.2,12.7
4,17,16,314.4,3.4,11.3
4,17,17,205.6,2.8,13.6
4,17,18,100.8,3.2,9.7
4,17,19,0.0,3.4,6.8
4,17,20,0.0,2.9,3.1
4,17,21,0.0,3.2,6.7
4,17,22,0.0,3.2,8.5
4,17,23,0.0,3.6,6.6
4,18,0,0.0,3.7,6.5
4,18,1,0.0,4.1,5.6
4,18,2,0.0,4.2,7.9
4,18,3,0.0,4.9,5.3
4,18,4,0.0,4.4,7.9
4,18,5,0.0,4.4,7.0
4,18,6,85.2,5.1,10.9
4,18,7,168.4,4.3,10.7
4,18,8,268.1,4.5,13.3
4,18,9,327.7,4.6,13.9
4,18,10,367.3,4.2,17.7
4,18,11,417.5,3.8,19.0
4,18,12,390.8,3.8,16.1
4,18,13,430.7,3.9,15.7
4,18,14,393.7,3.4,14.0
4,18,15,308.3,3.0,12.2
4,18,16,260.0,3.5,14.6
4,18,17,187.1,3.1,11.3
4,18,18,86.0,3.1,13.8
4,18,19,0.0,2.9,6.0
4,18,20,0.0,3.7,11.8
4,18,21,0.0,3.7,8.2
4,18,22,0.0,3.8,5.7
4,18,23,0.0,3.7,7.4
4,19,0,0.0,4.1,7.3
4,19,1,0.0,4.9,5.1
4,19,2,0.0,4.1,8.4
4,19,3,0.0,4.0,8.7
4,19,4,0.0,4.7,7.0
4,19,5,0.0,4.4,5.3
4,19,6,86.1,4.3,9.3
4,19,7,179.1,4.8,12.1
4,19,8,263.7,4.5,12.0
4,19,9,333.6,4.2,15.5
4,19,10,372.3,4.1,16.4
4,19,11,374.5,3.9,14.5
4,19,12,382.2,3.6,16.2
4,19,13,389.6,3.5,17.6
4,19,14,376.6,4.1,15.6
4,19,15,316.4,3.1,15.4
4,19,16,255.4,4.0,16.8
4,19,17,168.1,4.0,12.3
4,19,18,86.4,3.0,14.2
4,19,19,0.0,4.9,6.5
4,19,20,0.0,3.1,6.4
4,19,21,0.0,3.5,7.1
4,19,22,0.0,3.4,4.0
4,19,23,0.0,3.5,6.0
4,20,0,0.0,3.5,8.2
4,20,1,0.0,3.8,4.4
4,20,2,0.0,4.5,8.1
4,20,3,0.0,4.5,8.1
4,20,4,0.0,4.1,10.2
4,20,5,0.0,4.7,6.4
4,20,6,109.6,4.4,7.1
4,20,7,215.8,4.8,12.1
4,20,8,324.6,4.5,15.3
4,20,9,409.8,4.4,13.7
4,20,10,447.1,5.5,18.0
4,20,11,449.7,3.7,17.0
4,20,12,530.9,3.8,20.0
4,20,13,451.3,4.0,17.2
4,20,14,463.7,4.1,14.0
4,20,15,359.1,4.1,13.1
4,20,16,294.1,3.5,14.5
4,20,17,208.0,3.4,12.3
4,20,18,102.2,3.0,11.6
4,20,19,0.0,2.8,8.8
4,20,20,0.0,3.6,7.0
4,20,21,0.0,3.4,6.2
4,20,22,0.0,3.4,5.0
4,20,23,0.0,3.4,5.9
4,21,0,0.0,3.6,7.5
4,21,1,0.0,3.7,7.3
4,21,2,0.0,4.2,8.0
4,21,3,0.0,4.4,6.7
4,21,4,0.0,4.2,8.0
4,21,5,0.0,4.7,7.2
4,21,6,56.0,4.9,8.8
4,21,7,115.1,4.5,12.6
4,21,8,174.5,4.3,14.3
4,21,9,221.5,4.1,13.7
4,21,10,256.7,4.0,15.4
4,21,11,280.5,3.8,14.7
4,21,12,293.8,4.0,16.3
4,21,13,251.7,3.6,16.5
4,21,14,257.7,3.3,17.5
4,21,15,211.6,3.1,17.0
4,21,16,177.8,3.0,16.3
4,21,17,115.5,3.0,12.1
4,21,18,55.5,3.9,12.1
4,21,19,0.0,3.2,6.0
4,21,20,0.0,4.0,6.2
4,21,21,0.0,3.0,6.8
4,21,22,0.0,3.4,6.9
4,21,23,0.0,4.6,7.9
4,22,0,0.0,4.1,9.7
4,22,1,0.0,3.7,5.6
4,22,2,0.0,3.9,5.7
4,22,3,0.0,4.1,5.6
4,22,4,0.0,4.3,8.0
4,22,5,0.2,4.3,7.6
4,22,6,86.1,4.3,10.3
4,22,7,181.2,4.3,10.7
4,22,8,278.2,4.3,13.7
4,22,9,319.3,4.3,16.0
4,22,10,389.0,5.3,17.4
4,22,11,395.1,4.1,16.1
4,22,12,389.0,3.6,15.9
4,22,13,430.7,3.4,14.3
4,22,14,372.4,3.4,18.1
4,22,15,345.0,3.4,16.1
4,22,16,257.1,3.8,13.4
4,22,17,184.1,3.7,10.9
4,22,18,92.7,3.6,12.1
4,22,19,0.2,3.2,5.3
4,22,20,0.0,3.0,4.2
4,22,21,0.0,3.1,4.5
4,22,22,0.0,5.0,4.7
4,22,23,0.0,3.4,8.4
4,23,0,0.0,3.9,7.0
4,23,1,0.0,4.2,8.4
4,23,2,0.0,3.9,9.3
4,23,3,0.0,4.0,5.1
4,23,4,0.0,5.2,10.1
4,23,5,2.8,5.0,4.1
4,23,6,92.6,4.5,8.1
4,23,7,176.0,4.5,10.7
4,23,8,279.8,5.1,12.8
4,23,9,344.7,4.3,10.4
4,23,10,368.8,4.0,16.0
4,23,11,399.5,4.5,17.7
4,23,12,394.2,3.8,15.8
4,23,13,440.7,3.6,18.2
4,23,14,386.2,3.2,16.9
4,23,15,312.7,3.3,13.1
4,23,16,273.1,2.9,12.2
4,23,17,199.9,3.0,12.9
4,23,18,102.8,2.9,11.1
4,23,19,3.1,3.6,7.6
4,23,20,0.0,3.0,4.4
4,23,21,0.0,3.1,8.4
4,23,22,0.0,3.4,10.9
4,23,23,0.0,3.6,7.4
4,24,0,0.0,4.0,5.4
4,24,1,0.0,4.3,6.4
4,24,2,0.0,5.3,6.7
4,24,3,0.0,4.0,7.4
4,24,4,0.0,5.2,6.0
4,24,5,7.5,4.7,7.1
4,24,6,136.9,4.3,10.0
4,24,7,244.6,4.6,13.2
4,24,8,323.2,6.1,14.9
4,24,9,446.1,4.1,14.5
4,24,10,534.5,5.1,13.9
4,24,11,564.5,4.3,16.4
4,24,12,574.5,4.1,15.6
4,24,13,517.3,3.6,15.4
4,24,14,524.4,3.9,15.3
4,24,15,460.4,3.5,16.9
4,24,16,334.4,3.0,12.1
4,24,17,236.8,2.9,10.4
4,24,18,129.0,2.9,11.9
4,24,19,8.0,3.2,8.6
4,24,20,0.0,3.0,8.9
4,24,21,0.0,3.6,5.9
4,24,22,0.0,3.3,10.0
4,24,23,0.0,3.9,5.7
4,25,0,0.0,4.4,6.9
4,25,1,0.0,4.5,8.4
4,25,2,0.0,4.1,4.8
4,25,3,0.0,4.9,6.2
4,25,4,0.0,4.9,7.1
4,25,5,4.1,4.7,4.6
4,25,6,47.8,4.3,10.8
4,25,7,89.7,5.1,11.7
4,25,8,128.7,4.2,12.9
4,25,9,169.8,4.0,17.5
4,25,10,199.8,4.1,17.2
4,25,11,198.1,3.8,17.2
4,25,12,208.0,3.6,19.6
4,25,13,218.4,3.4,17.5
4,25,14,202.7,3.4,15.7
4,25,15,162.9,3.4,14.2
4,25,16,130.6,3.5,15.9
4,25,17,98.2,3.0,11.2
4,25,18,50.8,3.1,7.8
4,25,19,4.0,2.9,8.7
4,25,20,0.0,3.5,6.5
4,25,21,0.0,3.5,6.6
4,25,22,0.0,3.6,6.6
4,25,23,0.0,5.2,8.5
4,26,0,0.0,4.3,10.0
4,26,1,0.0,5.9,4.7
4,26,2,0.0,4.7,6.1
4,26,3,0.0,4.5,6.7
4,26,4,0.0,4.8,6.9
4,26,5,11.8,4.5,4.8
4,26,6,101.9,4.9,8.1
4,26,7,185.9,4.3,11.1
4,26,8,274.7,4.2,14.8
4,26,9,348.0,4.2,12.6
4,26,10,357.6,4.6,15.1
4,26,11,427.4,5.4,17.1
4,26,12,421.6,3.8,15.8
4,26,13,451.5,3.7,16.6
4,26,14,375.8,3.7,16.2
4,26,15,332.6,4.5,13.7
4,26,16,252.2,3.1,14.2
4,26,17,186.2,3.2,11.7
4,26,18,110.7,3.4,9.7
4,26,19,11.1,3.1,7.7
4,26,20,0.0,3.2,6.6
4,26,21,0.0,3.2,5.4
4,26,22,0.0,3.7,6.2
4,26,23,0.0,3.6,6.7
4,27,0,0.0,3.7,8.3
4,27,1,0.0,3.8,4.8
4,27,2,0.0,5.2,6.2
4,27,3,0.0,4.4,6.0
4,27,4,0.0,4.4,8.3
4,27,5,14.5,4.3,6.4
4,27,6,112.6,4.4,12.2
4,27,7,212.0,4.2,10.3
4,27,8,279.0,4.3,14.5
4,27,9,373.7,4.1,14.5
4,27,10,391.5,3.9,15.5
4,27,11,425.7,4.4,15.8
4,27,12,424.4,3.9,13.4
4,27,13,454.0,3.5,17.8
4,27,14,402.9,3.3,16.6
4,27,15,340.3,4.1,15.3
4,27,16,286.6,3.0,10.4
4,27,17,212.4,3.2,13.2
4,27,18,109.4,3.2,12.6
4,27,19,14.0,3.2,6.6
4,27,20,0.0,3.4,8.3
4,27,21,0.0,3.1,7.9
4,27,22,0.0,3.2,8.4
4,27,23,0.0,3.6,8.7
4,28,0,0.0,3.6,8.5
4,28,1,0.0,5.7,6.5
4,28,2,0.0,3.9,8.8
4,28,3,0.0,4.1,7.6
4,28,4,0.0,4.6,5.1
4,28,5,21.7,4.4,9.0
4,28,6,129.9,4.6,10.7
4,28,7,259.6,4.5,11.0
4,28,8,344.5,4.3,13.0
4,28,9,464.7,5.0,14.6
4,28,10,479.7,4.1,17.4
4,28,11,490.1,3.7,16.7
4,28,12,545.6,4.0,17.4
4,28,13,544.1,3.3,17.0
4,28,14,519.6,3.8,14.7
4,28,15,411.4,3.0,16.0
4,28,16,332.0,3.2,12.7
4,28,17,250.1,3.1,10.5
4,28,18,133.5,3.1,10.6
4,28,19,20.3,3.8,6.3
4,28,20,0.0,3.2,7.8
4,28,21,0.0,3.1,7.5
4,28,22,0.0,3.4,5.4
4,28,23,0.0,3.4,7.9
4,29,0,0.0,4.0,9.4
4,29,1,0.0,4.5,6.5
4,29,2,0.0,4.2,9.0
4,29,3,0.0,5.4,6.4
4,29,4,0.0,4.9,2.4
4,29,5,16.1,4.6,5.3
4,29,6,84.7,4.9,11.3
4,29,7,167.1,4.2,12.0
4,29,8,220.1,4.1,15.1
4,29,9,288.6,4.4,15.4
4,29,10,296.5,4.2,14.0
4,29,11,311.4,3.8,14.8
4,29,12,361.4,3.8,16.0
4,29,13,336.8,4.0,15.5
4,29,14,309.1,3.2,16.5
4,29,15,257.8,3.3,16.6
4,29,16,217.5,3.1,14.3
4,29,17,150.5,3.0,14.4
4,29,18,90.4,2.9,11.3
4,29,19,15.7,3.8,2.9
4,29,20,0.0,4.7,6.8
4,29,21,0.0,3.2,4.3
4,29,22,0.0,3.6,5.7
4,29,23,0.0,3.4,7.2
4,30,0,0.0,3.9,8.1
4,30,1,0.0,4.1,6.9
4,30,2,0.0,3.9,4.7
4,30,3,0.0,4.1,6.6
4,30,4,0.0,4.4,3.3
4,30,5,18.0,4.4,7.2
4,30,6,86.6,4.9,11.1
4,30,7,145.0,4.6,14.2
4,30,8,204.5,4.2,12.9
4,30,9,282.9,4.2,13.6
4,30,10,281.3,3.9,16.3
4,30,11,341.0,5.3,14.3
4,30,12,316.3,4.0,15.9
4,30,13,317.6,3.5,16.2
4,30,14,285.0,3.2,14.2
4,30,15,270.3,3.4,17.4
4,30,16,225.4,3.5,13.9
4,30,17,144.1,3.4,11.5
4,30,18,86.4,4.4,8.6
4,30,19,16.2,4.5,9.2
4,30,20,0.0,3.7,6.5
4,30,21,0.0,5.7,7.6
4,30,22,0.0,3.5,6.3
4,30,23,0.0,3.5,4.5
5,1,0,0.0,3.7,10.8
5,1,1,0.0,3.9,11.9
5,1,2,0.0,4.9,11.8
5,1,3,0.0,4.3,11.4
5,1,4,0.0,4.1,11.2
5,1,5,34.1,3.9,11.8
5,1,6,178.8,5.2,14.9
5,1,7,281.9,5.7,14.8
5,1,8,442.7,3.9,16.0
5,1,9,497.5,3.8,19.4
5,1,10,553.5,3.7,21.1
5,1,11,586.0,3.9,20.8
5,1,12,654.0,3.3,19.1
5,1,13,663.1,4.3,22.3
5,1,14,570.0,3.2,19.7
5,1,15,475.6,3.0,20.8
5,1,16,412.4,3.4,17.8
5,1,17,305.7,3.1,15.9
5,1,18,181.6,3.3,15.1
5,1,19,35.8,2.8,11.0
5,1,20,0.0,3.1,13.1
5,1,21,0.0,3.3,11.4
5,1,22,0.0,3.1,12.4
5,1,23,0.0,3.4,13.2
5,2,0,0.0,3.5,10.0
5,2,1,0.0,3.9,14.2
5,2,2,0.0,4.3,11.8
5,2,3,0.0,4.5,10.5
5,2,4,0.0,4.1,12.8
5,2,5,15.4,5.1,12.1
5,2,6,71.7,4.1,12.4
5,2,7,114.2,4.0,15.9
5,2,8,154.0,4.0,16.4
5,2,9,182.2,3.8,19.8
5,2,10,233.0,3.8,19.6
5,2,11,238.9,4.4,21.1
5,2,12,256.3,4.1,23.8
5,2,13,221.0,3.3,20.8
5,2,14,238.0,3.3,20.4
5,2,15,191.3,3.1,21.6
5,2,16,164.0,3.6,20.3
5,2,17,109.8,2.9,15.5
5,2,18,66.4,3.1,13.4
5,2,19,16.2,2.9,12.8
5,2,20,0.0,4.1,11.2
5,2,21,0.0,4.3,11.0
5,2,22,0.0,3.8,11.6
5,2,23,0.0,3.0,9.6
5,3,0,0.0,3.3,13.2
5,3,1,0.0,3.4,13.4
5,3,2,0.0,4.3,9.1
5,3,3,0.0,4.5,10.5
5,3,4,0.0,4.2,14.9
5,3,5,12.3,4.1,10.2
5,3,6,46.4,4.1,15.4
5,3,7,81.6,3.9,13.9
5,3,8,116.9,4.0,16.9
5,3,9,132.0,4.1,18.2
5,3,10,153.8,3.6,22.5
5,3,11,159.4,4.4,17.0
5,3,12,170.9,3.5,20.0
5,3,13,170.3,3.4,20.4
5,3,14,162.3,3.7,19.1
5,3,15,148.1,2.8,18.0
5,3,16,112.8,3.3,16.6
5,3,17,82.8,2.7,15.8
5,3,18,44.3,3.0,14.3
5,3,19,11.4,3.0,12.3
5,3,20,0.0,2.8,10.7
5,3,21,0.0,2.9,11.2
5,3,22,0.0,3.0,14.4
5,3,23,0.0,3.0,10.3
5,4,0,0.0,3.4,9.9
5,4,1,0.0,3.7,10.4
5,4,2,0.0,3.6,11.6
5,4,3,0.0,4.3,14.1
5,4,4,0.0,4.3,10.6
5,4,5,43.5,4.9,12.9
5,4,6,180.0,4.9,17.9
5,4,7,288.9,4.0,16.9
5,4,8,410.9,4.8,17.1
5,4,9,499.7,3.9,17.1
5,4,10,522.3,3.6,17.9
5,4,11,611.4,3.5,19.2
5,4,12,597.4,3.4,21.0
5,4,13,548.1,3.1,20.5
5,4,14,555.7,3.2,17.7
5,4,15,447.2,3.1,21.8
5,4,16,394.9,2.8,16.0
5,4,17,273.8,4.2,17.2
5,4,18,180.3,2.7,13.9
5,4,19,44.0,2.6,9.9
5,4,20,0.0,3.8,12.0
5,4,21,0.0,2.8,14.6
5,4,22,0.0,2.9,12.4
5,4,23,0.0,3.3,12.5
5,5,0,0.0,3.3,12.4
5,5,1,0.0,5.2,11.4
5,5,2,0.0,3.7,12.7
5,5,3,0.0,3.7,10.5
5,5,4,0.0,4.3,10.9
5,5,5,38.7,4.1,12.8
5,5,6,140.2,4.4,14.4
5,5,7,251.1,3.8,16.8
5,5,8,302.2,4.0,17.1
5,5,9,368.3,4.0,21.6
5,5,10,417.2,3.7,22.3
5,5,11,475.2,5.8,20.3
5,5,12,502.5,3.9,20.3
5,5,13,441.2,3.1,22.3
5,5,14,422.7,3.1,21.6
5,5,15,401.2,3.4,18.6
5,5,16,325.4,2.9,19.4
5,5,17,220.1,5.0,13.7
5,5,18,131.8,2.8,16.5
5,5,19,37.7,2.7,9.6
5,5,20,0.0,3.3,10.1
5,5,21,0.0,3.1,8.9
