month,day_of_year,day_of_week,hour,total_vehicles_per_hour,ev_vehicles_per_hour
3,89,4,17,3491.2500000000005,104.73750000000001
3,89,4,18,3092.25,92.7675
3,89,4,19,2493.75,74.8125
3,89,4,20,1995.0,59.85
3,89,4,21,1596.0,47.879999999999995
3,89,4,22,1097.25,32.917500000000004
3,89,4,23,748.125,22.44375
3,90,5,0,605.625,18.16875
3,90,5,1,403.75,12.1125
3,90,5,2,323.0,9.69
3,90,5,3,282.625,8.47875
3,90,5,4,323.0,9.69
3,90,5,5,484.5,14.535
3,90,5,6,1009.375,30.28125
3,90,5,7,1615.0,48.45
3,90,5,8,2220.625,66.61875
3,90,5,9,2624.375,78.73125
3,90,5,10,2745.5,82.36500000000001
3,90,5,11,2745.5,82.36500000000001
3,90,5,12,2624.375,78.73125
3,90,5,13,2503.25,75.09750000000001
3,90,5,14,2422.5,72.675
3,90,5,15,2341.75,70.2525
3,90,5,16,2220.625,66.61875
3,90,5,17,2018.75,60.5625
3,90,5,18,1816.875,54.50625
3,90,5,19,1615.0,48.45
3,90,5,20,1413.1250000000002,42.39375000000001
3,90,5,21,1130.5,33.915
3,90,5,22,807.5,24.225
3,90,5,23,605.625,18.16875
3,91,6,0,498.75,14.9625
3,91,6,1,399.0,11.969999999999999
3,91,6,2,332.5,9.975000000000001
3,91,6,3,266.0,7.98
3,91,6,4,232.75,6.982500000000001
3,91,6,5,266.0,7.98
3,91,6,6,498.75,14.9625
3,91,6,7,831.25,24.9375
3,91,6,8,1263.5,37.905
3,91,6,9,1662.5,49.875
3,91,6,10,1928.5,57.855
3,91,6,11,2061.5,61.845
3,91,6,12,1995.0,59.85
3,91,6,13,1928.5,57.855
3,91,6,14,1995.0,59.85
3,91,6,15,2161.25,64.8375
3,91,6,16,2261.0,67.83
3,91,6,17,2327.5,69.825
3,91,6,18,1995.0,59.85
3,91,6,19,1662.5,49.875
3,91,6,20,1330.0,39.900000000000006
3,91,6,21,1064.0,31.92
3,91,6,22,731.5,21.945
3,91,6,23,565.25,16.9575
4,92,0,0,600.0,18.0
4,92,0,1,400.0,12.0
4,92,0,2,350.0,10.5
4,92,0,3,350.0,10.5
4,92,0,4,500.0,15.0
4,92,0,5,1000.0,30.0
4,92,0,6,2250.0,67.5
4,92,0,7,3250.0,97.5
4,92,0,8,3500.0000000000005,105.0
4,92,0,9,3000.0,90.0
4,92,0,10,2750.0,82.5
4,92,0,11,2750.0,82.5
4,92,0,12,2750.0,82.5
4,92,0,13,2750.0,82.5
4,92,0,14,2900.0,87.0
4,92,0,15,3100.0,93.0
4,92,0,16,3400.0000000000005,102.00000000000001
4,92,0,17,3500.0000000000005,105.0
4,92,0,18,3100.0,93.0
4,92,0,19,2500.0,75.0
4,92,0,20,2000.0,60.0
4,92,0,21,1600.0,48.0
4,92,0,22,1100.0,33.0
4,92,0,23,750.0,22.5
4,93,1,0,612.0,18.36
4,93,1,1,408.0,12.24
4,93,1,2,357.0,10.71
4,93,1,3,357.0,10.71
4,93,1,4,510.0,15.3
4,93,1,5,1020.0,30.6
4,93,1,6,2295.0,68.85000000000001
4,93,1,7,3315.0,99.45
4,93,1,8,3570.0000000000005,107.10000000000001
4,93,1,9,3060.0,91.80000000000001
4,93,1,10,2805.0,84.15
4,93,1,11,2805.0,84.15
4,93,1,12,2805.0,84.15
4,93,1,13,2805.0,84.15
4,93,1,14,2958.0,88.74000000000001
4,93,1,15,3162.0,94.86
4,93,1,16,3468.0000000000005,104.04000000000002
4,93,1,17,3570.0000000000005,107.10000000000001
4,93,1,18,3162.0,94.86
4,93,1,19,2550.0,76.5
4,93,1,20,2040.0,61.2
4,93,1,21,1632.0,48.96
4,93,1,22,1122.0,33.66
4,93,1,23,765.0,22.950000000000003
4,94,2,0,618.0,18.540000000000003
4,94,2,1,412.0,12.36
4,94,2,2,360.5,10.815
4,94,2,3,360.5,10.815
4,94,2,4,515.0,15.450000000000001
4,94,2,5,1030.0,30.900000000000002
4,94,2,6,2317.5,69.525
4,94,2,7,3347.5,100.42500000000001
4,94,2,8,3605.0000000000005,108.15
4,94,2,9,3090.0,92.7
4,94,2,10,2832.5,84.97500000000001
4,94,2,11,2832.5,84.97500000000001
4,94,2,12,2832.5,84.97500000000001
4,94,2,13,2832.5,84.97500000000001
4,94,2,14,2987.0,89.61000000000001
4,94,2,15,3193.0,95.79
4,94,2,16,3502.0000000000005,105.06000000000002
4,94,2,17,3605.0000000000005,108.15
4,94,2,18,3193.0,95.79
4,94,2,19,2575.0,77.25
4,94,2,20,2060.0,61.800000000000004
4,94,2,21,1648.0,49.44
4,94,2,22,1133.0,33.99
4,94,2,23,772.5,23.175
4,95,3,0,612.0,18.36
4,95,3,1,408.0,12.24
4,95,3,2,357.0,10.71
4,95,3,3,357.0,10.71
4,95,3,4,510.0,15.3
4,95,3,5,1020.0,30.6
4,95,3,6,2295.0,68.85000000000001
4,95,3,7,3315.0,99.45
4,95,3,8,3570.0000000000005,107.10000000000001
4,95,3,9,3060.0,91.80000000000001
4,95,3,10,2805.0,84.15
4,95,3,11,2805.0,84.15
4,95,3,12,2805.0,84.15
4,95,3,13,2805.0,84.15
4,95,3,14,2958.0,88.74000000000001
4,95,3,15,3162.0,94.86
4,95,3,16,3468.0000000000005,104.04000000000002
4,95,3,17,3570.0000000000005,107.10000000000001
4,95,3,18,3162.0,94.86
4,95,3,19,2550.0,76.5
4,95,3,20,2040.0,61.2
4,95,3,21,1632.0,48.96
4,95,3,22,1122.0,33.66
4,95,3,23,765.0,22.950000000000003
4,96,4,0,630.0,18.900000000000002
4,96,4,1,420.0,12.600000000000001
4,96,4,2,367.5,11.025
4,96,4,3,367.5,11.025
4,96,4,4,525.0,15.75
4,96,4,5,1050.0,31.5
4,96,4,6,2362.5,70.875
4,96,4,7,3412.5,102.375
4,96,4,8,3675.0000000000005,110.25
4,96,4,9,3150.0,94.5
4,96,4,10,2887.5,86.625
4,96,4,11,2887.5,86.625
4,96,4,12,2887.5,86.625
4,96,4,13,2887.5,86.625
4,96,4,14,3045.0,91.35000000000001
4,96,4,15,3255.0,97.65
4,96,4,16,3570.0000000000005,107.10000000000001
4,96,4,17,3675.0000000000005,110.25
4,96,4,18,3255.0,97.65
4,96,4,19,2625.0,78.75
4,96,4,20,2100.0,63.0
4,96,4,21,1680.0,50.400000000000006
4,96,4,22,1155.0,34.65
4,96,4,23,787.5,23.625
4,97,5,0,637.5,19.125
4,97,5,1,425.0,12.75
4,97,5,2,340.0,10.200000000000001
4,97,5,3,297.5,8.925
4,97,5,4,340.0,10.200000000000001
4,97,5,5,510.0,15.3
4,97,5,6,1062.5,31.875
4,97,5,7,1700.0,51.0
4,97,5,8,2337.5,70.125
4,97,5,9,2762.5,82.875
4,97,5,10,2890.0,86.7
4,97,5,11,2890.0,86.7
4,97,5,12,2762.5,82.875
4,97,5,13,2635.0,79.05000000000001
4,97,5,14,2550.0,76.5
4,97,5,15,2465.0,73.95
4,97,5,16,2337.5,70.125
4,97,5,17,2125.0,63.75
4,97,5,18,1912.5,57.375
4,97,5,19,1700.0,51.0
4,97,5,20,1487.5000000000002,44.62500000000001
4,97,5,21,1190.0,35.7
4,97,5,22,850.0,25.5
4,97,5,23,637.5,19.125
4,98,6,0,525.0,15.75
4,98,6,1,420.0,12.600000000000001
4,98,6,2,350.0,10.5
4,98,6,3,280.0,8.4
4,98,6,4,245.0,7.3500000000000005
4,98,6,5,280.0,8.4
4,98,6,6,525.0,15.75
4,98,6,7,875.0,26.25
4,98,6,8,1330.0,39.900000000000006
4,98,6,9,1750.0,52.5
4,98,6,10,2030.0,60.900000000000006
4,98,6,11,2170.0,65.10000000000001
4,98,6,12,2100.0,63.0
4,98,6,13,2030.0,60.900000000000006
4,98,6,14,2100.0,63.0
4,98,6,15,2275.0,68.25
4,98,6,16,2380.0,71.4
4,98,6,17,2450.0000000000005,73.50000000000001
4,98,6,18,2100.0,63.0
4,98,6,19,1750.0,52.5
4,98,6,20,1400.0,42.0
4,98,6,21,1120.0,33.6
4,98,6,22,770.0,23.1
4,98,6,23,595.0,17.85
4,99,0,0,600.0,18.0
4,99,0,1,400.0,12.0
4,99,0,2,350.0,10.5
4,99,0,3,350.0,10.5
4,99,0,4,500.0,15.0
4,99,0,5,1000.0,30.0
4,99,0,6,2250.0,67.5
4,99,0,7,3250.0,97.5
4,99,0,8,3500.0000000000005,105.0
4,99,0,9,3000.0,90.0
4,99,0,10,2750.0,82.5
4,99,0,11,2750.0,82.5
4,99,0,12,2750.0,82.5
4,99,0,13,2750.0,82.5
4,99,0,14,2900.0,87.0
4,99,0,15,3100.0,93.0
4,99,0,16,3400.0000000000005,102.00000000000001
4,99,0,17,3500.0000000000005,105.0
4,99,0,18,3100.0,93.0
4,99,0,19,2500.0,75.0
4,99,0,20,2000.0,60.0
4,99,0,21,1600.0,48.0
4,99,0,22,1100.0,33.0
4,99,0,23,750.0,22.5
4,100,1,0,612.0,18.36
4,100,1,1,408.0,12.24
4,100,1,2,357.0,10.71
4,100,1,3,357.0,10.71
4,100,1,4,510.0,15.3
4,100,1,5,1020.0,30.6
4,100,1,6,2295.0,68.85000000000001
4,100,1,7,3315.0,99.45
4,100,1,8,3570.0000000000005,107.10000000000001
4,100,1,9,3060.0,91.80000000000001
4,100,1,10,2805.0,84.15
4,100,1,11,2805.0,84.15
4,100,1,12,2805.0,84.15
4,100,1,13,2805.0,84.15
4,100,1,14,2958.0,88.74000000000001
4,100,1,15,3162.0,94.86
4,100,1,16,3468.0000000000005,104.04000000000002
4,100,1,17,3570.0000000000005,107.10000000000001
4,100,1,18,3162.0,94.86
4,100,1,19,2550.0,76.5
4,100,1,20,2040.0,61.2
4,100,1,21,1632.0,48.96
4,100,1,22,1122.0,33.66
4,100,1,23,765.0,22.950000000000003
4,101,2,0,618.0,18.540000000000003
4,101,2,1,412.0,12.36
4,101,2,2,360.5,10.815
4,101,2,3,360.5,10.815
4,101,2,4,515.0,15.450000000000001
4,101,2,5,1030.0,30.900000000000002
4,101,2,6,2317.5,69.525
4,101,2,7,3347.5,100.42500000000001
4,101,2,8,3605.0000000000005,108.15
4,101,2,9,3090.0,92.7
4,101,2,10,2832.5,84.97500000000001
4,101,2,11,2832.5,84.97500000000001
4,101,2,12,2832.5,84.97500000000001
4,101,2,13,2832.5,84.97500000000001
4,101,2,14,2987.0,89.61000000000001
4,101,2,15,3193.0,95.79
4,101,2,16,3502.0000000000005,105.06000000000002
4,101,2,17,3605.0000000000005,108.15
4,101,2,18,3193.0,95.79
4,101,2,19,2575.0,77.25
4,101,2,20,2060.0,61.800000000000004
4,101,2,21,1648.0,49.44
4,101,2,22,1133.0,33.99
4,101,2,23,772.5,23.175
4,102,3,0,612.0,18.36
4,102,3,1,408.0,12.24
4,102,3,2,357.0,10.71
4,102,3,3,357.0,10.71
4,102,3,4,510.0,15.3
4,102,3,5,1020.0,30.6
4,102,3,6,2295.0,68.85000000000001
4,102,3,7,3315.0,99.45
4,102,3,8,3570.0000000000005,107.10000000000001
4,102,3,9,3060.0,91.80000000000001
4,102,3,10,2805.0,84.15
4,102,3,11,2805.0,84.15
4,102,3,12,2805.0,84.15
4,102,3,13,2805.0,84.15
4,102,3,14,2958.0,88.74000000000001
4,102,3,15,3162.0,94.86
4,102,3,16,3468.0000000000005,104.04000000000002
4,102,3,17,3570.0000000000005,107.10000000000001
4,102,3,18,3162.0,94.86
4,102,3,19,2550.0,76.5
4,102,3,20,2040.0,61.2
4,102,3,21,1632.0,48.96
4,102,3,22,1122.0,33.66
4,102,3,23,765.0,22.950000000000003
4,103,4,0,630.0,18.900000000000002
4,103,4,1,420.0,12.600000000000001
4,103,4,2,367.5,11.025
4,103,4,3,367.5,11.025
4,103,4,4,525.0,15.75
4,103,4,5,1050.0,31.5
4,103,4,6,2362.5,70.875
4,103,4,7,3412.5,102.375
4,103,4,8,3675.0000000000005,110.25
4,103,4,9,3150.0,94.5
4,103,4,10,2887.5,86.625
4,103,4,11,2887.5,86.625
4,103,4,12,2887.5,86.625
4,103,4,13,2887.5,86.625
4,103,4,14,3045.0,91.35000000000001
4,103,4,15,3255.0,97.65
4,103,4,16,3570.0000000000005,107.10000000000001
4,103,4,17,3675.0000000000005,110.25
4,103,4,18,3255.0,97.65
4,103,4,19,2625.0,78.75
4,103,4,20,2100.0,63.0
4,103,4,21,1680.0,50.400000000000006
4,103,4,22,1155.0,34.65
4,103,4,23,787.5,23.625
4,104,5,0,637.5,19.125
4,104,5,1,425.0,12.75
4,104,5,2,340.0,10.200000000000001
4,104,5,3,297.5,8.925
4,104,5,4,340.0,10.200000000000001
4,104,5,5,510.0,15.3
4,104,5,6,1062.5,31.875
4,104,5,7,1700.0,51.0
4,104,5,8,2337.5,70.125
4,104,5,9,2762.5,82.875
4,104,5,10,2890.0,86.7
4,104,5,11,2890.0,86.7
4,104,5,12,2762.5,82.875
4,104,5,13,2635.0,79.05000000000001
4,104,5,14,2550.0,76.5
4,104,5,15,2465.0,73.95
4,104,5,16,2337.5,70.125
4,104,5,17,2125.0,63.75
4,104,5,18,1912.5,57.375
4,104,5,19,1700.0,51.0
4,104,5,20,1487.5000000000002,44.62500000000001
4,104,5,21,1190.0,35.7
4,104,5,22,850.0,25.5
4,104,5,23,637.5,19.125
4,105,6,0,525.0,15.75
4,105,6,1,420.0,12.600000000000001
4,105,6,2,350.0,10.5
4,105,6,3,280.0,8.4
4,105,6,4,245.0,7.3500000000000005
4,105,6,5,280.0,8.4
4,105,6,6,525.0,15.75
4,105,6,7,875.0,26.25
4,105,6,8,1330.0,39.900000000000006
4,105,6,9,1750.0,52.5
4,105,6,10,2030.0,60.900000000000006
4,105,6,11,2170.0,65.10000000000001
4,105,6,12,2100.0,63.0
4,105,6,13,2030.0,60.900000000000006
4,105,6,14,2100.0,63.0
4,105,6,15,2275.0,68.25
4,105,6,16,2380.0,71.4
4,105,6,17,2450.0000000000005,73.50000000000001
4,105,6,18,2100.0,63.0
4,105,6,19,1750.0,52.5
4,105,6,20,1400.0,42.0
4,105,6,21,1120.0,33.6
4,105,6,22,770.0,23.1
4,105,6,23,595.0,17.85
4,106,0,0,600.0,18.0
4,106,0,1,400.0,12.0
4,106,0,2,350.0,10.5
4,106,0,3,350.0,10.5
4,106,0,4,500.0,15.0
4,106,0,5,1000.0,30.0
4,106,0,6,2250.0,67.5
4,106,0,7,3250.0,97.5
4,106,0,8,3500.0000000000005,105.0
4,106,0,9,3000.0,90.0
4,106,0,10,2750.0,82.5
4,106,0,11,2750.0,82.5
4,106,0,12,2750.0,82.5
4,106,0,13,2750.0,82.5
4,106,0,14,2900.0,87.0
4,106,0,15,3100.0,93.0
4,106,0,16,3400.0000000000005,102.00000000000001
4,106,0,17,3500.0000000000005,105.0
4,106,0,18,3100.0,93.0
4,106,0,19,2500.0,75.0
4,106,0,20,2000.0,60.0
4,106,0,21,1600.0,48.0
4,106,0,22,1100.0,33.0
4,106,0,23,750.0,22.5
4,107,1,0,612.0,18.36
4,107,1,1,408.0,12.24
4,107,1,2,357.0,10.71
4,107,1,3,357.0,10.71
4,107,1,4,510.0,15.3
4,107,1,5,1020.0,30.6
4,107,1,6,2295.0,68.85000000000001
4,107,1,7,3315.0,99.45
4,107,1,8,3570.0000000000005,107.10000000000001
4,107,1,9,3060.0,91.80000000000001
4,107,1,10,2805.0,84.15
4,107,1,11,2805.0,84.15
4,107,1,12,2805.0,84.15
4,107,1,13,2805.0,84.15
4,107,1,14,2958.0,88.74000000000001
4,107,1,15,3162.0,94.86
4,107,1,16,3468.0000000000005,104.04000000000002
4,107,1,17,3570.0000000000005,107.10000000000001
4,107,1,18,3162.0,94.86
4,107,1,19,2550.0,76.5
4,107,1,20,2040.0,61.2
4,107,1,21,1632.0,48.96
4,107,1,22,1122.0,33.66
4,107,1,23,765.0,22.950000000000003
4,108,2,0,618.0,18.540000000000003
4,108,2,1,412.0,12.36
4,108,2,2,360.5,10.815
4,108,2,3,360.5,10.815
4,108,2,4,515.0,15.450000000000001
4,108,2,5,1030.0,30.900000000000002
4,108,2,6,2317.5,69.525
4,108,2,7,3347.5,100.42500000000001
4,108,2,8,3605.0000000000005,108.15
4,108,2,9,3090.0,92.7
4,108,2,10,2832.5,84.97500000000001
4,108,2,11,2832.5,84.97500000000001
4,108,2,12,2832.5,84.97500000000001
4,108,2,13,2832.5,84.97500000000001
4,108,2,14,2987.0,89.61000000000001
4,108,2,15,3193.0,95.79
4,108,2,16,3502.0000000000005,105.06000000000002
4,108,2,17,3605.0000000000005,108.15
4,108,2,18,3193.0,95.79
4,108,2,19,2575.0,77.25
4,108,2,20,2060.0,61.800000000000004
4,108,2,21,1648.0,49.44
4,108,2,22,1133.0,33.99
4,108,2,23,772.5,23.175
4,109,3,0,612.0,18.36
4,109,3,1,408.0,12.24
4,109,3,2,357.0,10.71
4,109,3,3,357.0,10.71
4,109,3,4,510.0,15.3
4,109,3,5,1020.0,30.6
4,109,3,6,2295.0,68.85000000000001
4,109,3,7,3315.0,99.45
4,109,3,8,3570.0000000000005,107.10000000000001
4,109,3,9,3060.0,91.80000000000001
4,109,3,10,2805.0,84.15
4,109,3,11,2805.0,84.15
4,109,3,12,2805.0,84.15
4,109,3,13,2805.0,84.15
4,109,3,14,2958.0,88.74000000000001
4,109,3,15,3162.0,94.86
4,109,3,16,3468.0000000000005,104.04000000000002
4,109,3,17,3570.0000000000005,107.10000000000001
4,109,3,18,3162.0,94.86
4,109,3,19,2550.0,76.5
4,109,3,20,2040.0,61.2
4,109,3,21,1632.0,48.96
4,109,3,22,1122.0,33.66
4,109,3,23,765.0,22.950000000000003
4,110,4,0,630.0,18.900000000000002
4,110,4,1,420.0,12.600000000000001
4,110,4,2,367.5,11.025
4,110,4,3,367.5,11.025
4,110,4,4,525.0,15.75
4,110,4,5,1050.0,31.5
4,110,4,6,2362.5,70.875
4,110,4,7,3412.5,102.375
4,110,4,8,3675.0000000000005,110.25
4,110,4,9,3150.0,94.5
4,110,4,10,2887.5,86.625
4,110,4,11,2887.5,86.625
4,110,4,12,2887.5,86.625
4,110,4,13,2887.5,86.625
4,110,4,14,3045.0,91.35000000000001
4,110,4,15,3255.0,97.65
4,110,4,16,3570.0000000000005,107.10000000000001
4,110,4,17,3675.0000000000005,110.25
4,110,4,18,3255.0,97.65
4,110,4,19,2625.0,78.75
4,110,4,20,2100.0,63.0
4,110,4,21,1680.0,50.400000000000006
4,110,4,22,1155.0,34.65
4,110,4,23,787.5,23.625
4,111,5,0,637.5,19.125
4,111,5,1,425.0,12.75
4,111,5,2,340.0,10.200000000000001
4,111,5,3,297.5,8.925
4,111,5,4,340.0,10.200000000000001
4,111,5,5,510.0,15.3
4,111,5,6,1062.5,31.875
4,111,5,7,1700.0,51.0
4,111,5,8,2337.5,70.125
4,111,5,9,2762.5,82.875
4,111,5,10,2890.0,86.7
4,111,5,11,2890.0,86.7
4,111,5,12,2762.5,82.875
4,111,5,13,2635.0,79.05000000000001
4,111,5,14,2550.0,76.5
4,111,5,15,2465.0,73.95
4,111,5,16,2337.5,70.125
4,111,5,17,2125.0,63.75
4,111,5,18,1912.5,57.375
4,111,5,19,1700.0,51.0
4,111,5,20,1487.5000000000002,44.62500000000001
4,111,5,21,1190.0,35.7
4,111,5,22,850.0,25.5
4,111,5,23,637.5,19.125
4,112,6,0,525.0,15.75
4,112,6,1,420.0,12.600000000000001
4,112,6,2,350.0,10.5
4,112,6,3,280.0,8.4
4,112,6,4,245.0,7.3500000000000005
4,112,6,5,280.0,8.4
4,112,6,6,525.0,15.75
4,112,6,7,875.0,26.25
4,112,6,8,1330.0,39.900000000000006
4,112,6,9,1750.0,52.5
4,112,6,10,2030.0,60.900000000000006
4,112,6,11,2170.0,65.10000000000001
4,112,6,12,2100.0,63.0
4,112,6,13,2030.0,60.900000000000006
4,112,6,14,2100.0,63.0
4,112,6,15,2275.0,68.25
4,112,6,16,2380.0,71.4
4,112,6,17,2450.0000000000005,73.50000000000001
4,112,6,18,2100.0,63.0
4,112,6,19,1750.0,52.5
4,112,6,20,1400.0,42.0
4,112,6,21,1120.0,33.6
4,112,6,22,770.0,23.1
4,112,6,23,595.0,17.85
4,113,0,0,600.0,18.0
4,113,0,1,400.0,12.0
4,113,0,2,350.0,10.5
4,113,0,3,350.0,10.5
4,113,0,4,500.0,15.0
4,113,0,5,1000.0,30.0
4,113,0,6,2250.0,67.5
4,113,0,7,3250.0,97.5
4,113,0,8,3500.0000000000005,105.0
4,113,0,9,3000.0,90.0
4,113,0,10,2750.0,82.5
4,113,0,11,2750.0,82.5
4,113,0,12,2750.0,82.5
4,113,0,13,2750.0,82.5
4,113,0,14,2900.0,87.0
4,113,0,15,3100.0,93.0
4,113,0,16,3400.0000000000005,102.00000000000001
4,113,0,17,3500.0000000000005,105.0
4,113,0,18,3100.0,93.0
4,113,0,19,2500.0,75.0
4,113,0,20,2000.0,60.0
4,113,0,21,1600.0,48.0
4,113,0,22,1100.0,33.0
4,113,0,23,750.0,22.5
4,114,1,0,612.0,18.36
4,114,1,1,408.0,12.24
4,114,1,2,357.0,10.71
4,114,1,3,357.0,10.71
4,114,1,4,510.0,15.3
4,114,1,5,1020.0,30.6
4,114,1,6,2295.0,68.85000000000001
4,114,1,7,3315.0,99.45
4,114,1,8,3570.0000000000005,107.10000000000001
4,114,1,9,3060.0,91.80000000000001
4,114,1,10,2805.0,84.15
4,114,1,11,2805.0,84.15
4,114,1,12,2805.0,84.15
4,114,1,13,2805.0,84.15
4,114,1,14,2958.0,88.74000000000001
4,114,1,15,3162.0,94.86
4,114,1,16,3468.0000000000005,104.04000000000002
4,114,1,17,3570.0000000000005,107.10000000000001
4,114,1,18,3162.0,94.86
4,114,1,19,2550.0,76.5
4,114,1,20,2040.0,61.2
4,114,1,21,1632.0,48.96
4,114,1,22,1122.0,33.66
4,114,1,23,765.0,22.950000000000003
4,115,2,0,618.0,18.540000000000003
4,115,2,1,412.0,12.36
4,115,2,2,360.5,10.815
4,115,2,3,360.5,10.815
4,115,2,4,515.0,15.450000000000001
4,115,2,5,1030.0,30.900000000000002
4,115,2,6,2317.5,69.525
4,115,2,7,3347.5,100.42500000000001
4,115,2,8,3605.0000000000005,108.15
4,115,2,9,3090.0,92.7
4,115,2,10,2832.5,84.97500000000001
4,115,2,11,2832.5,84.97500000000001
4,115,2,12,2832.5,84.97500000000001
4,115,2,13,2832.5,84.97500000000001
4,115,2,14,2987.0,89.61000000000001
4,115,2,15,3193.0,95.79
4,115,2,16,3502.0000000000005,105.06000000000002
4,115,2,17,3605.0000000000005,108.15
4,115,2,18,3193.0,95.79
4,115,2,19,2575.0,77.25
4,115,2,20,2060.0,61.800000000000004
4,115,2,21,1648.0,49.44
4,115,2,22,1133.0,33.99
4,115,2,23,772.5,23.175
4,116,3,0,612.0,18.36
4,116,3,1,408.0,12.24
4,116,3,2,357.0,10.71
4,116,3,3,357.0,10.71
4,116,3,4,510.0,15.3
4,116,3,5,1020.0,30.6
4,116,3,6,2295.0,68.85000000000001
4,116,3,7,3315.0,99.45
4,116,3,8,3570.0000000000005,107.10000000000001
4,116,3,9,3060.0,91.80000000000001
4,116,3,10,2805.0,84.15
4,116,3,11,2805.0,84.15
4,116,3,12,2805.0,84.15
4,116,3,13,2805.0,84.15
4,116,3,14,2958.0,88.74000000000001
4,116,3,15,3162.0,94.86
4,116,3,16,3468.0000000000005,104.04000000000002
4,116,3,17,3570.0000000000005,107.10000000000001
4,116,3,18,3162.0,94.86
4,116,3,19,2550.0,76.5
4,116,3,20,2040.0,61.2
4,116,3,21,1632.0,48.96
4,116,3,22,1122.0,33.66
4,116,3,23,765.0,22.950000000000003
4,117,4,0,630.0,18.900000000000002
4,117,4,1,420.0,12.600000000000001
4,117,4,2,367.5,11.025
4,117,4,3,367.5,11.025
4,117,4,4,525.0,15.75
4,117,4,5,1050.0,31.5
4,117,4,6,2362.5,70.875
4,117,4,7,3412.5,102.375
4,117,4,8,3675.0000000000005,110.25
4,117,4,9,3150.0,94.5
4,117,4,10,2887.5,86.625
4,117,4,11,2887.5,86.625
4,117,4,12,2887.5,86.625
4,117,4,13,2887.5,86.625
4,117,4,14,3045.0,91.35000000000001
4,117,4,15,3255.0,97.65
4,117,4,16,3570.0000000000005,107.10000000000001
4,117,4,17,3675.0000000000005,110.25
4,117,4,18,3255.0,97.65
4,117,4,19,2625.0,78.75
4,117,4,20,2100.0,63.0
4,117,4,21,1680.0,50.400000000000006
4,117,4,22,1155.0,34.65
4,117,4,23,787.5,23.625
4,118,5,0,637.5,19.125
4,118,5,1,425.0,12.75
4,118,5,2,340.0,10.200000000000001
4,118,5,3,297.5,8.925
4,118,5,4,340.0,10.200000000000001
4,118,5,5,510.0,15.3
4,118,5,6,1062.5,31.875
4,118,5,7,1700.0,51.0
4,118,5,8,2337.5,70.125
4,118,5,9,2762.5,82.875
4,118,5,10,2890.0,86.7
4,118,5,11,2890.0,86.7
4,118,5,12,2762.5,82.875
4,118,5,13,2635.0,79.05000000000001
4,118,5,14,2550.0,76.5
4,118,5,15,2465.0,73.95
4,118,5,16,2337.5,70.125
4,118,5,17,2125.0,63.75
4,118,5,18,1912.5,57.375
4,118,5,19,1700.0,51.0
4,118,5,20,1487.5000000000002,44.62500000000001
4,118,5,21,1190.0,35.7
4,118,5,22,850.0,25.5
4,118,5,23,637.5,19.125
4,119,6,0,525.0,15.75
4,119,6,1,420.0,12.600000000000001
4,119,6,2,350.0,10.5
4,119,6,3,280.0,8.4
4,119,6,4,245.0,7.3500000000000005
4,119,6,5,280.0,8.4
4,119,6,6,525.0,15.75
4,119,6,7,875.0,26.25
4,119,6,8,1330.0,39.900000000000006
4,119,6,9,1750.0,52.5
4,119,6,10,2030.0,60.900000000000006
4,119,6,11,2170.0,65.10000000000001
4,119,6,12,2100.0,63.0
4,119,6,13,2030.0,60.900000000000006
4,119,6,14,2100.0,63.0
4,119,6,15,2275.0,68.25
4,119,6,16,2380.0,71.4
4,119,6,17,2450.0000000000005,73.50000000000001
4,119,6,18,2100.0,63.0
4,119,6,19,1750.0,52.5
4,119,6,20,1400.0,42.0
4,119,6,21,1120.0,33.6
4,119,6,22,770.0,23.1
4,119,6,23,595.0,17.85
4,120,0,0,600.0,18.0
4,120,0,1,400.0,12.0
4,120,0,2,350.0,10.5
4,120,0,3,350.0,10.5
4,120,0,4,500.0,15.0
4,120,0,5,1000.0,30.0
4,120,0,6,2250.0,67.5
4,120,0,7,3250.0,97.5
4,120,0,8,3500.0000000000005,105.0
4,120,0,9,3000.0,90.0
4,120,0,10,2750.0,82.5
4,120,0,11,2750.0,82.5
4,120,0,12,2750.0,82.5
4,120,0,13,2750.0,82.5
4,120,0,14,2900.0,87.0
4,120,0,15,3100.0,93.0
4,120,0,16,3400.0000000000005,102.00000000000001
4,120,0,17,3500.0000000000005,105.0
4,120,0,18,3100.0,93.0
4,120,0,19,2500.0,75.0
4,120,0,20,2000.0,60.0
4,120,0,21,1600.0,48.0
4,120,0,22,1100.0,33.0
4,120,0,23,750.0,22.5
4,121,1,0,612.0,18.36
4,121,1,1,408.0,12.24
4,121,1,2,357.0,10.71
4,121,1,3,357.0,10.71
4,121,1,4,510.0,15.3
4,121,1,5,1020.0,30.6
4,121,1,6,2295.0,68.85000000000001
4,121,1,7,3315.0,99.45
4,121,1,8,3570.0000000000005,107.10000000000001
4,121,1,9,3060.0,91.80000000000001
4,121,1,10,2805.0,84.15
4,121,1,11,2805.0,84.15
4,121,1,12,2805.0,84.15
4,121,1,13,2805.0,84.15
4,121,1,14,2958.0,88.74000000000001
4,121,1,15,3162.0,94.86
4,121,1,16,3468.0000000000005,104.04000000000002
4,121,1,17,3570.0000000000005,107.10000000000001
4,121,1,18,3162.0,94.86
4,121,1,19,2550.0,76.5
